ID,Titulo,Descripcion Simple,Informacion,Evaluaciones,Tipo,Precio,URL,Limpieza,Veracidad,Llegada,Comunicacion,Ubicacion,Calidad,Servicios,Localizacion
-4718123168137545303,Playa Laga.,"Alojamiento entero: adosado en Ibarrangelu, España",3 viajeros ·  · 3 dormitorios ·  · 4 camas ·  · 1 baño,88 evaluaciones,A pie de playa,250 € ,https://www.airbnb.es/rooms/29453970?adults=1&category_tag=Tag%3A789&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=601560965&search_mode=flex_destinations_search&check_in=2024-06-01&check_out=2024-06-06&source_impression_id=p3_1710967158_3rZ71chwfIOcchu2&previous_page_section_name=1000,"Limpieza4,8","Veracidad4,9","Llegada4,9","Comunicación5,0","Ubicación5,0","Calidad4,8","Vistas a la montañaVistas al marAcceso a la playa, primera líneaCocinaWifiAparcamiento gratuito en las instalacionesSauna privadaAdmite mascotasNo disponible: Detector de monóxido de carbonoDetector de monóxido de carbonoNo disponible: Detector de humoDetector de humoMostrar los 50 servicios","Ibarrangelu, Euskadi, EspañaLa playa de laga, es una zona tranquila con un bar restaurante mayoritariamente frecuentado por surfistas,... El establecimiento es famoso por sus pintxos, desayunos, meriendas de chocolate con pan tostado y parrilla (Permanece cerrado desde el 10 de Diciembre hasta el 1 de Febrero). La zona de rocas es espectacular pudiendo ir a la zona de cuevas (si  el mar lo permite) en piragua. Tambien hay opcion de paseos a caballo.Mostrar más"
-7152446916346451574,Moderna suite a la orilla del mar en Calpe,"Alojamiento entero: piso en Calp, España",3 viajeros ·  · 1 dormitorio ·  · 2 camas ·  · 1 baño,3 evaluaciones,A pie de playa,63 € ,https://www.airbnb.es/rooms/862318150301776628?adults=1&category_tag=Tag%3A789&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1622516754&search_mode=flex_destinations_search&check_in=2024-05-12&check_out=2024-05-17&source_impression_id=p3_1710967161_aC%2BX14F9A6%2FtYRgp&previous_page_section_name=1000,"Limpieza5,0","Veracidad5,0","Llegada5,0","Comunicación5,0","Ubicación5,0","Calidad5,0",Acceso a la playaCocinaWifiTVAscensorLavadoraAire acondicionadoBañeraNo disponible: Detector de monóxido de carbonoDetector de monóxido de carbonoNo disponible: Detector de humoDetector de humoMostrar los 41 servicios,"Calp, Comunidad Valenciana, EspañaCulp, Comunidad Valenciana, EspañaEl pequeño pueblo español de Calpe está encaramado en la costa de la Costa Blanca, cerca de las rocas de Reñón de Ifach. Aproximadamente a una hora en coche del aeropuerto de Alicante y a una hora y media del precioso aeropuerto de Valencia. Calpe es un moderno resort español que cumple con los más estrictos requisitos del público festivo. Durante la temporada puedes participar o ser un espectador de un gran número de vacaciones, desfiles, espectáculos y conciertos, la mayoría de los cuales se celebran al aire libre. Los museos están abiertos a los turistas durante todo el año, se celebran conciertos y actuaciones. La administración de Calpe hace mucho para unas vacaciones interesantes, informativas y emocionantes de España y Europa. España no es sólo la belleza de la naturaleza. La hermosa ecología y las playas bien mantenidas son apreciadas por los exigentes turistas europeos que prefieren alquilar villas y apartamentos aquí. La longitud de las playas de Calpe bolMostrar más"
6403198657774209700,Apartamento Rompeolas II,"Alojamiento entero: piso en Somo, España",4 viajeros ·  · 2 dormitorios ·  · 4 camas ·  · 1 baño,38 evaluaciones,A pie de playa,87 € ,https://www.airbnb.es/rooms/907416496860673843?adults=1&category_tag=Tag%3A789&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1668251605&search_mode=flex_destinations_search&check_in=2024-04-02&check_out=2024-04-07&source_impression_id=p3_1710967162_6vnotMMBGCH5qZ4A&previous_page_section_name=1000,"Limpieza5,0","Veracidad5,0","Llegada4,9","Comunicación4,9","Ubicación5,0","Calidad4,8","Vistas al perfil urbanoAcceso a la playa, primera línea (Público o compartido)CocinaWifiZona para trabajarAdmite mascotasTVAscensorNo disponible: Detector de monóxido de carbonoDetector de monóxido de carbonoNo disponible: Detector de humoDetector de humoMostrar los 69 servicios","Somo, Cantabria, EspañaEs un pueblo com mucha gastronomia lo mismo puede comer marisquito , arroces, pescados del cantabrico ricas almejas ..por ejemplo el restaurante Las Quevrantas ..que otras opciones mas economicas..mejicanos ...italianos..menu del dia..hamburgueserias..creperia heladerias, cervecerias y copas La Mar Salada y el orford..supermercados, tiendas de ropa, peluquerias y estetica y solarium con reserva Marios y Teresa Bordas cremas depilacion madajes pedicura uñas, ambulatorio medico, bancos, fotografiaMostrar más"
-8640707769563957898,Apartamento en primera línea,"Alojamiento entero: piso en Benicasim, España","5 viajeros ·  · 3 dormitorios ·  · 2,5 baños",45 evaluaciones,A pie de playa,83 € ,https://www.airbnb.es/rooms/825889066022745754?adults=1&category_tag=Tag%3A789&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1602402043&search_mode=flex_destinations_search&check_in=2024-04-25&check_out=2024-04-30&source_impression_id=p3_1710967122_%2BRt9fq1WJQAj1Axh&previous_page_section_name=1000,"Limpieza4,9","Veracidad5,0","Llegada5,0","Comunicación4,9","Ubicación4,9","Calidad4,8",Vistas al marAcceso a la playaCocinaWifiZona para trabajarAparcamiento gratuito en un garaje residencial en la propiedad: 1 plazaAdmite mascotasTVAscensorNo disponible: Detector de monóxido de carbonoDetector de monóxido de carbonoMostrar los 40 servicios,"Benicasim, Comunidad Valenciana, España"
-1414555479123615510,4* - 3 Hab Rooftop Vista al mar Bellevue  Biarritz,"Alojamiento entero: apto. residencial en Biarritz, Francia",6 viajeros ·  · 3 dormitorios ·  · 4 camas ·  · 1 baño,22 evaluaciones,A pie de playa,180 € ,https://www.airbnb.es/rooms/47443378?adults=1&category_tag=Tag%3A789&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1238597127&search_mode=flex_destinations_search&check_in=2024-03-30&check_out=2024-04-06&source_impression_id=p3_1710967163_VLZ3c0STuSfGqW9B&previous_page_section_name=1000,"Limpieza4,6","Veracidad4,6","Llegada4,7","Comunicación4,9","Ubicación4,8","Calidad4,5","Vistas al marAcceso a la playa, primera líneaCocinaWifiAdmite mascotasTelevisión de alta definiciónAscensorLavadora en el alojamiento (Gratis)Secadora en el alojamiento (Gratis)No disponible: Detector de monóxido de carbonoDetector de monóxido de carbonoMostrar los 32 servicios","Biarritz, Nouvelle-Aquitaine, Francia"
-3322879440033785906,"Apartamento en calpe, Borumbot, próximo a la playa","Alojamiento entero: piso en Calp, España",4 viajeros ·  · 2 dormitorios ·  · 4 camas ·  · 2 baños,2 evaluaciones,A pie de playa,100 € ,https://www.airbnb.es/rooms/43531237?adults=1&category_tag=Tag%3A789&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1471425206&search_mode=flex_destinations_search&check_in=2024-06-16&check_out=2024-06-21&source_impression_id=p3_1710967156_IhAaBbfMMh548ShX&previous_page_section_name=1000,,,,,,,CocinaWifiZona para trabajarAparcamiento gratuito en las instalacionesPiscina De uso compartidoTelevisión con HBO MaxAscensorLavadora en el alojamiento (Gratis)Aire acondicionado centralizadoNo disponible: Detector de monóxido de carbonoDetector de monóxido de carbonoMostrar los 27 servicios,"Calp, Comunidad Valenciana, España"
2134403201690431677,Precioso apartamento en el puerto de Burriana,"Alojamiento entero: apto. residencial en Borriana, España",4 viajeros ·  · 3 dormitorios ·  · 3 camas ·  · 2 baños,30 evaluaciones,A pie de playa,,https://www.airbnb.es/rooms/44189859?adults=1&category_tag=Tag%3A789&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1087574106&search_mode=flex_destinations_search&check_in=2024-03-20&check_out=2024-03-25&source_impression_id=p3_1710967162_o%2Be4mXnskYuf5h8s&previous_page_section_name=1000,"Limpieza5,0","Veracidad5,0","Llegada5,0","Comunicación5,0","Ubicación4,8","Calidad4,8","Acceso a la playa, primera línea (Público o compartido)CocinaAparcamiento gratuito en las instalacionesTVAscensorLavadora en el alojamiento (Gratis)Aire acondicionado centralizadoBañeraNo disponible: Detector de monóxido de carbonoDetector de monóxido de carbonoNo disponible: Detector de humoDetector de humoMostrar los 45 servicios","Borriana, Comunidad Valenciana, EspañaSe puede ir andando al supermercado que se encuentra al final de la calle. Los servicios tipo farmacia, banco, panadería, tabaco también están a menos de 5 minutos andando del piso. El club náutico del puerto te permitirá practicar actividades como el paddle, kayak..Mostrar más"
5446267853190740821,Estudio en Muralla Roja - Muralla Roja 0504,"Alojamiento entero: piso en Calpe, España",2 viajeros ·  · 1 dormitorio ·  · 2 camas ·  · 1 baño,120 evaluaciones,A pie de playa,102 € ,https://www.airbnb.es/rooms/45007078?adults=1&category_tag=Tag%3A789&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1701904541&search_mode=flex_destinations_search&check_in=2024-03-24&check_out=2024-03-29&source_impression_id=p3_1710967163_ahYZbNbl7UpCyH2T&previous_page_section_name=1000,"Limpieza4,4","Veracidad4,3","Llegada4,6","Comunicación4,5","Ubicación4,9","Calidad4,0","Acceso a la playa, primera líneaCocinaWifiAparcamiento gratuito en la callePiscinaTVAire acondicionadoPatio o balcónNo disponible: Detector de monóxido de carbonoDetector de monóxido de carbonoNo disponible: Detector de humoDetector de humoMostrar los 18 servicios","Calpe, Comunidad Valenciana, España"
2195760240838344142,Apartamento Anfiteatro - Costa CarpeDiem,"Alojamiento entero: piso en Calpe, España",5 viajeros ·  · 3 dormitorios ·  · 3 camas ·  · 1 baño,407 evaluaciones,A pie de playa,,https://www.airbnb.es/rooms/34191806?adults=1&category_tag=Tag%3A789&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1327100964&search_mode=flex_destinations_search&check_in=2024-03-22&check_out=2024-03-27&source_impression_id=p3_1710967159_Qysph4%2FrkOonXHB0&previous_page_section_name=1000,"Limpieza4,8","Veracidad5,0","Llegada5,0","Comunicación5,0","Ubicación4,7","Calidad4,7",CocinaWifiAparcamiento gratuito en las instalacionesPiscinaAdmite mascotasTelevisión con televisión por cable estándarLavadoraAire acondicionadoNo disponible: Detector de monóxido de carbonoDetector de monóxido de carbonoNo disponible: Detector de humoDetector de humoMostrar los 26 servicios,"Calpe, Comunidad Valenciana, EspañaCalpe, Calpe, Costa BlancaMostrar más"
1444100291096625572,HABITACIONES MIRANDOALACONCHA (HABITACIÓN ZUBEROA 6),"Habitación privada en: hostal en Donostia, España",2 viajeros ·  · 1 dormitorio ·  · 1 cama ·  · 1 baño privado,130 evaluaciones,A pie de playa,150 € ,https://www.airbnb.es/rooms/51900373?adults=1&category_tag=Tag%3A789&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1244525770&search_mode=flex_destinations_search&check_in=2024-03-31&check_out=2024-04-05&source_impression_id=p3_1710967166_p5AXiX7K2B1rFbdO&previous_page_section_name=1000,"Limpieza4,6","Veracidad4,8","Llegada4,8","Comunicación4,5","Ubicación4,9","Calidad4,5",WifiZona para trabajarTVAscensorSecador de peloCámaras de seguridad en la propiedadMostrar los 12 servicios,"Donostia, Euskadi, España"
3203311963319915072,"Apartamento: WiFi rápido, playa, piscina, SmartTV","Alojamiento entero: apto. residencial en La Pobla de Farnals, España",2 viajeros ·  · 1 dormitorio ·  · 1 cama ·  · 1 baño,21 evaluaciones,A pie de playa,84 € ,https://www.airbnb.es/rooms/49523432?adults=1&category_tag=Tag%3A789&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1601790850&search_mode=flex_destinations_search&check_in=2024-04-07&check_out=2024-04-13&source_impression_id=p3_1710967167_VYhoRFvUPj7Mddjc&previous_page_section_name=1000,"Limpieza4,9","Veracidad4,8","Llegada4,9","Comunicación5,0","Ubicación4,5","Calidad4,5","Vistas al perfil urbanoVistas al jardínAcceso a la playa (Público o compartido)CocinaWifi rápido (458 Mbps)Aparcamiento gratuito en la entrada dentro de la propiedad: 1 plazaPiscina: uso De uso compartido, Exterior, disponible según la temporada, disponible en un horario específicoTelevisión de alta definición de 44"" con televisión por cable estándarNo disponible: Detector de monóxido de carbonoDetector de monóxido de carbonoNo disponible: Detector de humoDetector de humoMostrar los 42 servicios","La Pobla de Farnals, Comunidad Valenciana, EspañaEl apartamento está situado en La Playa de Pobla de Farnals (zona urbanizada - periferia norte de la ciudad de Valencia). Es una zona estival residencial tranquila, en los meses de verano con bastante ambiente familiar y de turismo español / europeo. Con restaurantes, cafeterías y heladerías. Supermercado Consum a 10 minutos caminando del apartamento.Mostrar más"
-5306769257719839751,Cala blanca Denia,"Alojamiento entero: piso en Denia, España",2 viajeros ·  · 1 dormitorio ·  · 1 cama ·  · 1 baño,546 evaluaciones,A pie de playa,85 € ,https://www.airbnb.es/rooms/884562701280690377?adults=1&category_tag=Tag%3A789&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1851109732&search_mode=flex_destinations_search&check_in=2024-04-01&check_out=2024-04-06&source_impression_id=p3_1710967161_CCIBff3CUyy7JFof&previous_page_section_name=1000,,,,,,,CocinaAparcamiento gratuito en las instalacionesPiscinaTVLavadoraAire acondicionadoPatio traseroSecador de peloNo disponible: Detector de monóxido de carbonoDetector de monóxido de carbonoNo disponible: Detector de humoDetector de humoMostrar los 18 servicios,"Denia, Comunidad Valenciana, España"
8034425628352167341,Medina Molins Lm-010,"Alojamiento entero: piso en Denia, España",4 viajeros ·  · 2 dormitorios ·  · 3 camas ·  · 2 baños,3 evaluaciones,A pie de playa,67 € ,https://www.airbnb.es/rooms/869269805497438103?adults=1&category_tag=Tag%3A789&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1627944999&search_mode=flex_destinations_search&check_in=2024-04-24&check_out=2024-04-29&source_impression_id=p3_1710967161_P33ESj3Eg4fWjhin&previous_page_section_name=1000,"Limpieza5,0","Veracidad5,0","Llegada4,7","Comunicación5,0","Ubicación5,0","Calidad4,3",Acceso a la playaCocinaAparcamiento gratuito en las instalacionesPiscina De uso compartidoAdmite mascotasTVLavadoraAire acondicionadoNo disponible: Detector de monóxido de carbonoDetector de monóxido de carbonoNo disponible: Detector de humoDetector de humoMostrar los 25 servicios,"Denia, Comunidad Valenciana, EspañaMostrar más"
7871387941752530170,Nova Altea. Primera linea playa. Relax.,"Alojamiento entero: piso en Altea, España","4 viajeros ·  · 2 dormitorios ·  · 2 camas ·  · 1,5 baños",34 evaluaciones,A pie de playa,109 € ,https://www.airbnb.es/rooms/7673525?adults=1&category_tag=Tag%3A789&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1020331950&search_mode=flex_destinations_search&check_in=2024-04-20&check_out=2024-04-25&source_impression_id=p3_1710967159_zTunSDlXLQgcIcaG&previous_page_section_name=1000,"Limpieza5,0","Veracidad5,0","Llegada5,0","Comunicación4,9","Ubicación4,7","Calidad4,8","Acceso a la playa, primera líneaCocinaWifiZona para trabajarAparcamiento gratuito en las instalacionesPiscinaTelevisión de alta definición de 42"" con televisión por cable estándarAscensorNo disponible: Detector de monóxido de carbonoDetector de monóxido de carbonoNo disponible: Detector de humoDetector de humoMostrar los 38 servicios","Altea, Comunidad Valenciana, España"
895062886395739070,Superbe appartement T3 bis front de mer + parking,"Alojamiento entero: vivienda vacacional en Hendaye, Francia","5 viajeros ·  · 2 dormitorios ·  · 4 camas ·  · 1,5 baños",28 evaluaciones,A pie de playa,207 € ,https://www.airbnb.es/rooms/613045624978570739?adults=1&category_tag=Tag%3A789&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1408746964&search_mode=flex_destinations_search&check_in=2024-03-30&check_out=2024-04-04&source_impression_id=p3_1710967156_JzwRv2LWX9SEF%2FTi&previous_page_section_name=1000,"Limpieza5,0","Veracidad5,0","Llegada5,0","Comunicación5,0","Ubicación5,0","Calidad4,7","Vistas al perfil urbanoAcceso a la playa, primera líneaCocinaWifiAparcamiento gratuito en las instalacionesTelevisión de alta definición con televisión por cable estándar, reproductor de DVDAscensorLavadoraSecadoraNo disponible: Detector de monóxido de carbonoDetector de monóxido de carbonoMostrar los 50 servicios","Hendaye, Nouvelle-Aquitaine, FranciaMostrar más"
3429919109430724433,"Miraconcha, frente a la playa, vistas y parking.","Alojamiento entero: piso en Donostia, España",4 viajeros ·  · 2 dormitorios ·  · 3 camas ·  · 2 baños,83 evaluaciones,A pie de playa,850 € ,https://www.airbnb.es/rooms/45082468?adults=1&category_tag=Tag%3A789&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1330934570&search_mode=flex_destinations_search&check_in=2024-05-12&check_out=2024-05-17&source_impression_id=p3_1710967122_AbFrdQF0MVwyP3yL&previous_page_section_name=1000,"Limpieza5,0","Veracidad5,0","Llegada5,0","Comunicación5,0","Ubicación5,0","Calidad4,9","Vistas al marVistas a la bahíaAcceso a la playa, primera líneaCocinaWifi rápido (210 Mbps)Zona para trabajarAparcamiento gratuito en las instalacionesTVNo disponible: Detector de monóxido de carbonoDetector de monóxido de carbonoNo disponible: Detector de humoDetector de humoMostrar los 41 servicios","Donostia, Euskadi, EspañaLa playa de La Concha ha sido elegida la mejor playa de España y de Europa y las sexta del mundo por los usuarios de Tripadvisor.Esta calle, el Paseo de Miraconcha, es una de las calles más exclusivas de San Sebastián.Se puede acceder fácilmente andando a la playa de La Concha y a los restaurantes cercanos y ,a tan sólo 50 metros, se encuentra un supermercado.Está en una localización ideal para ir a la Parte Vieja o al centro de la ciudad andando.Mostrar más"
