ID,Titulo,Descripcion Simple,Evaluaciones,Tipo,Precio,URL,Capacidad,Baños,Baño Compartido,Latitud,Longitud,Pais,Precio_por_persona,Rating
-4.718123168137546e+18,Playa Laga.,"Alojamiento entero: adosado en Ibarrangelu, España",88.0,0.0,5.521460917862246,https://www.airbnb.es/rooms/29453970?adults=1&category_tag=Tag%3A789&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=601560965&search_mode=flex_destinations_search&check_in=2024-06-01&check_out=2024-06-06&source_impression_id=p3_1710967158_3rZ71chwfIOcchu2&previous_page_section_name=1000,3.0,1.0,0.0,40.62273805,-2.9027618,0.0,83.33333333333333,4.9
-7.152446916346452e+18,Moderna suite a la orilla del mar en Calpe,"Alojamiento entero: piso en Calp, España",3.0,0.0,4.143134726391533,https://www.airbnb.es/rooms/862318150301776628?adults=1&category_tag=Tag%3A789&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1622516754&search_mode=flex_destinations_search&check_in=2024-05-12&check_out=2024-05-17&source_impression_id=p3_1710967161_aC%2BX14F9A6%2FtYRgp&previous_page_section_name=1000,3.0,1.0,0.0,40.62273805,-2.9027618,0.0,21.0,5.0
6.40319865777421e+18,Apartamento Rompeolas II,"Alojamiento entero: piso en Somo, España",38.0,0.0,4.465908118654584,https://www.airbnb.es/rooms/907416496860673843?adults=1&category_tag=Tag%3A789&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1668251605&search_mode=flex_destinations_search&check_in=2024-04-02&check_out=2024-04-07&source_impression_id=p3_1710967162_6vnotMMBGCH5qZ4A&previous_page_section_name=1000,4.0,1.0,0.0,40.62273805,-2.9027618,0.0,21.75,4.933333333333334
-8.640707769563958e+18,Apartamento en primera línea,"Alojamiento entero: piso en Benicasim, España",45.0,0.0,4.418840607796598,https://www.airbnb.es/rooms/825889066022745754?adults=1&category_tag=Tag%3A789&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1602402043&search_mode=flex_destinations_search&check_in=2024-04-25&check_out=2024-04-30&source_impression_id=p3_1710967122_%2BRt9fq1WJQAj1Axh&previous_page_section_name=1000,5.0,5.0,0.0,40.0554964,0.0644165,0.0,16.6,4.916666666666667
-1.4145554791236155e+18,4* - 3 Hab Rooftop Vista al mar Bellevue  Biarritz,"Alojamiento entero: apto. residencial en Biarritz, Francia",22.0,0.0,5.19295685089021,https://www.airbnb.es/rooms/47443378?adults=1&category_tag=Tag%3A789&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1238597127&search_mode=flex_destinations_search&check_in=2024-03-30&check_out=2024-04-06&source_impression_id=p3_1710967163_VLZ3c0STuSfGqW9B&previous_page_section_name=1000,6.0,1.0,0.0,43.47114375,-1.552726590666314,1.0,30.0,4.683333333333333
-3.322879440033786e+18,"Apartamento en calpe, Borumbot, próximo a la playa","Alojamiento entero: piso en Calp, España",2.0,0.0,4.605170185988092,https://www.airbnb.es/rooms/43531237?adults=1&category_tag=Tag%3A789&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1471425206&search_mode=flex_destinations_search&check_in=2024-06-16&check_out=2024-06-21&source_impression_id=p3_1710967156_IhAaBbfMMh548ShX&previous_page_section_name=1000,4.0,2.0,0.0,38.6443252,0.046012,0.0,25.0,4.85
2.134403201690432e+18,Precioso apartamento en el puerto de Burriana,"Alojamiento entero: apto. residencial en Borriana, España",30.0,0.0,4.653960350157523,https://www.airbnb.es/rooms/44189859?adults=1&category_tag=Tag%3A789&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1087574106&search_mode=flex_destinations_search&check_in=2024-03-20&check_out=2024-03-25&source_impression_id=p3_1710967162_o%2Be4mXnskYuf5h8s&previous_page_section_name=1000,4.0,2.0,0.0,40.62273805,-2.9027618,0.0,26.25,4.933333333333334
5.446267853190741e+18,Estudio en Muralla Roja - Muralla Roja 0504,"Alojamiento entero: piso en Calpe, España",120.0,0.0,4.624972813284271,https://www.airbnb.es/rooms/45007078?adults=1&category_tag=Tag%3A789&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1701904541&search_mode=flex_destinations_search&check_in=2024-03-24&check_out=2024-03-29&source_impression_id=p3_1710967163_ahYZbNbl7UpCyH2T&previous_page_section_name=1000,2.0,1.0,0.0,38.6443252,0.046012,0.0,51.0,4.449999999999999
2.195760240838344e+18,Apartamento Anfiteatro - Costa CarpeDiem,"Alojamiento entero: piso en Calpe, España",407.0,0.0,4.653960350157523,https://www.airbnb.es/rooms/34191806?adults=1&category_tag=Tag%3A789&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1327100964&search_mode=flex_destinations_search&check_in=2024-03-22&check_out=2024-03-27&source_impression_id=p3_1710967159_Qysph4%2FrkOonXHB0&previous_page_section_name=1000,5.0,1.0,0.0,40.62273805,-2.9027618,0.0,21.0,4.866666666666666
1.4441002910966257e+18,HABITACIONES MIRANDOALACONCHA (HABITACIÓN ZUBEROA 6),"Habitación privada en: hostal en Donostia, España",130.0,0.0,5.010635294096256,https://www.airbnb.es/rooms/51900373?adults=1&category_tag=Tag%3A789&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1244525770&search_mode=flex_destinations_search&check_in=2024-03-31&check_out=2024-04-05&source_impression_id=p3_1710967166_p5AXiX7K2B1rFbdO&previous_page_section_name=1000,2.0,1.0,0.0,43.3224219,-1.9838889,0.0,75.0,4.683333333333334
3.203311963319915e+18,"Apartamento: WiFi rápido, playa, piscina, SmartTV","Alojamiento entero: apto. residencial en La Pobla de Farnals, España",21.0,0.0,4.430816798843313,https://www.airbnb.es/rooms/49523432?adults=1&category_tag=Tag%3A789&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1601790850&search_mode=flex_destinations_search&check_in=2024-04-07&check_out=2024-04-13&source_impression_id=p3_1710967167_VYhoRFvUPj7Mddjc&previous_page_section_name=1000,2.0,1.0,0.0,40.62273805,-2.9027618,0.0,42.0,4.766666666666667
-5.30676925771984e+18,Cala blanca Denia,"Alojamiento entero: piso en Denia, España",546.0,0.0,4.442651256490317,https://www.airbnb.es/rooms/884562701280690377?adults=1&category_tag=Tag%3A789&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1851109732&search_mode=flex_destinations_search&check_in=2024-04-01&check_out=2024-04-06&source_impression_id=p3_1710967161_CCIBff3CUyy7JFof&previous_page_section_name=1000,2.0,1.0,0.0,38.8408382,0.1061105,0.0,42.5,4.85
8.034425628352167e+18,Medina Molins Lm-010,"Alojamiento entero: piso en Denia, España",3.0,0.0,4.204692619390966,https://www.airbnb.es/rooms/869269805497438103?adults=1&category_tag=Tag%3A789&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1627944999&search_mode=flex_destinations_search&check_in=2024-04-24&check_out=2024-04-29&source_impression_id=p3_1710967161_P33ESj3Eg4fWjhin&previous_page_section_name=1000,4.0,2.0,0.0,40.62273805,-2.9027618,0.0,16.75,4.833333333333333
7.87138794175253e+18,Nova Altea. Primera linea playa. Relax.,"Alojamiento entero: piso en Altea, España",34.0,0.0,4.691347882229144,https://www.airbnb.es/rooms/7673525?adults=1&category_tag=Tag%3A789&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1020331950&search_mode=flex_destinations_search&check_in=2024-04-20&check_out=2024-04-25&source_impression_id=p3_1710967159_zTunSDlXLQgcIcaG&previous_page_section_name=1000,4.0,5.0,0.0,38.6028245,-0.0472059,0.0,27.25,4.9
8.95062886395739e+17,Superbe appartement T3 bis front de mer + parking,"Alojamiento entero: vivienda vacacional en Hendaye, Francia",28.0,0.0,5.33271879326537,https://www.airbnb.es/rooms/613045624978570739?adults=1&category_tag=Tag%3A789&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1408746964&search_mode=flex_destinations_search&check_in=2024-03-30&check_out=2024-04-04&source_impression_id=p3_1710967156_JzwRv2LWX9SEF%2FTi&previous_page_section_name=1000,5.0,5.0,0.0,40.62273805,-2.9027618,0.0,41.4,4.95
3.4299191094307246e+18,"Miraconcha, frente a la playa, vistas y parking.","Alojamiento entero: piso en Donostia, España",83.0,0.0,6.745236349484363,https://www.airbnb.es/rooms/45082468?adults=1&category_tag=Tag%3A789&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1330934570&search_mode=flex_destinations_search&check_in=2024-05-12&check_out=2024-05-17&source_impression_id=p3_1710967122_AbFrdQF0MVwyP3yL&previous_page_section_name=1000,4.0,2.0,0.0,40.62273805,-2.9027618,0.0,212.5,4.983333333333333
7.329322681152837e+18,Flats Friends Atlantida ático con terraza,"Alojamiento entero: piso en Benidorm, España",3.0,0.0,5.3471075307174685,https://www.airbnb.es/rooms/52251926?adults=1&category_tag=Tag%3A789&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1253917686&search_mode=flex_destinations_search&check_in=2024-07-05&check_out=2024-07-10&source_impression_id=p3_1710967164_5CIBc8zpsFi9%2BRXj&previous_page_section_name=1000,4.0,1.0,0.0,40.62273805,-2.9027618,0.0,52.5,4.466666666666667
5.711111348941362e+18,Apartamentos en acantilados de 2 dormitorios,"Alojamiento entero: piso en Benidorm, España",5.0,0.0,5.220355825078325,https://www.airbnb.es/rooms/689714904597890900?adults=1&category_tag=Tag%3A789&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1724618549&search_mode=flex_destinations_search&check_in=2024-04-30&check_out=2024-05-05&source_impression_id=p3_1710967122_unSAUh0vTyc0bJMC&previous_page_section_name=1000,4.0,2.0,0.0,38.5406255,-0.1290929,0.0,46.25,4.8
-7.514284638617096e+18,"Casa Pera, ático/duplex en la playa","Alojamiento entero: apartamento con servicios en Xilxes, España",7.0,0.0,4.653960350157523,https://www.airbnb.es/rooms/882669228314828136?adults=1&category_tag=Tag%3A789&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1642219111&search_mode=flex_destinations_search&check_in=2024-03-20&check_out=2024-03-25&source_impression_id=p3_1710967142_MoH6EPA24Vlm9quP&previous_page_section_name=1000,4.0,2.0,0.0,40.62273805,-2.9027618,0.0,26.25,4.816666666666666
5.18846643802555e+18,Apartamento Pondarosa 54 by Costa CarpeDiem,"Alojamiento entero: piso en Calp, España",407.0,0.0,4.653960350157523,https://www.airbnb.es/rooms/604219494994257895?adults=1&category_tag=Tag%3A789&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1383278492&search_mode=flex_destinations_search&check_in=2024-03-22&check_out=2024-03-27&source_impression_id=p3_1710967164_Av2WF9866%2F8RNG5q&previous_page_section_name=1000,4.0,1.0,0.0,40.62273805,-2.9027618,0.0,26.25,4.6000000000000005
-9.15140867086622e+18,PRIMERA LÍNEA CON ACCESO PRIVADO A LA PLAYA,"Alojamiento entero: apto. residencial en Altea, España",40.0,0.0,4.859812404361672,https://www.airbnb.es/rooms/52360574?adults=1&category_tag=Tag%3A789&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1396689337&search_mode=flex_destinations_search&check_in=2024-03-31&check_out=2024-04-05&source_impression_id=p3_1710967165_nJbbLSD1F3OL4X3L&previous_page_section_name=1000,3.0,1.0,0.0,40.62273805,-2.9027618,0.0,43.0,4.783333333333334
7.10399270320087e+18,lujoso apartamento con vistas al mar con 2 habitaciones,"Alojamiento entero: piso en Alboraia, España",10.0,0.0,5.703782474656201,https://www.airbnb.es/rooms/816299620452616251?adults=1&category_tag=Tag%3A789&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1578054102&search_mode=flex_destinations_search&check_in=2024-06-11&check_out=2024-06-16&source_impression_id=p3_1710967159_oMYkiNhmeXk1Pgq%2F&previous_page_section_name=1000,4.0,2.0,0.0,40.62273805,-2.9027618,0.0,75.0,4.966666666666666
-5.435948948406441e+18,NEW! Casa con encanto a un paso del puerto,"Alojamiento entero: piso en Getaria, España",41.0,0.0,5.049856007249537,https://www.airbnb.es/rooms/43834331?adults=1&category_tag=Tag%3A789&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1021165290&search_mode=flex_destinations_search&check_in=2024-03-30&check_out=2024-04-04&source_impression_id=p3_1710967142_8Ajg93bCvRuekMS7&previous_page_section_name=1000,4.0,1.0,0.0,40.62273805,-2.9027618,0.0,39.0,4.833333333333333
8.940264152450001e+18,ÁTICO PRIMERA LINEA DE PLAYA,"Alojamiento entero: piso en Port de Sagunt, España",66.0,0.0,4.653960350157523,https://www.airbnb.es/rooms/26529639?adults=1&category_tag=Tag%3A789&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=530006173&search_mode=flex_destinations_search&check_in=2024-03-21&check_out=2024-03-26&source_impression_id=p3_1710967127_AFZvEsVNLv40KXFe&previous_page_section_name=1000,5.0,2.0,0.0,40.62273805,-2.9027618,0.0,21.0,4.966666666666666
8.810338485739259e+18,Apartamento 1 linea de playa de Gandia,"Alojamiento entero: apto. residencial en Grau i Platja, España",133.0,0.0,4.248495242049359,https://www.airbnb.es/rooms/12512024?adults=1&category_tag=Tag%3A789&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1171926289&search_mode=flex_destinations_search&check_in=2024-04-11&check_out=2024-04-16&source_impression_id=p3_1710967163_ZaMFPZWxnk1Ofcks&previous_page_section_name=1000,6.0,5.0,0.0,40.62273805,-2.9027618,0.0,11.666666666666666,4.766666666666667
-4.76852788858619e+18,Apartamento en primera linea,"Alojamiento entero: apto. residencial en Altea, España",106.0,0.0,4.248495242049359,https://www.airbnb.es/rooms/10958496?adults=1&category_tag=Tag%3A789&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=213756444&search_mode=flex_destinations_search&check_in=2024-04-12&check_out=2024-04-19&source_impression_id=p3_1710967122_FXUNsa01pBLXf7Gp&previous_page_section_name=1000,4.0,1.0,0.0,38.6028245,-0.0472059,0.0,17.5,4.95
2.42481445683064e+18,Impresionante apartamento con wifi y 3 dormitorios,"Alojamiento entero: piso en Port de Sagunt, España",2.0,0.0,5.1298987149230735,https://www.airbnb.es/rooms/862021038714738766?adults=1&category_tag=Tag%3A789&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1639121974&search_mode=flex_destinations_search&check_in=2024-03-24&check_out=2024-03-29&source_impression_id=p3_1710967142_CDhennXt0W3v5XU9&previous_page_section_name=1000,6.0,1.0,0.0,39.6631732,-0.2208575,0.0,28.166666666666668,4.85
-9.2880328564211e+17,Apartamento con terraza con vistas mar en Ciboure,"Alojamiento entero: piso en Ciboure, Francia",113.0,0.0,4.653960350157523,https://www.airbnb.es/rooms/5576710?adults=1&category_tag=Tag%3A789&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=40370752&search_mode=flex_destinations_search&check_in=2024-03-23&check_out=2024-03-28&source_impression_id=p3_1710967164_EEbyEygttkjmkvCL&previous_page_section_name=1000,4.0,2.0,0.0,40.62273805,-2.9027618,0.0,26.25,4.616666666666667
-2.3420053482857733e+18,Auman etxi,"Alojamiento entero: piso en Elantxobe, España",10.0,0.0,4.844187086458591,https://www.airbnb.es/rooms/999108756326843546?adults=1&category_tag=Tag%3A789&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1765774162&search_mode=flex_destinations_search&check_in=2024-03-23&check_out=2024-03-28&source_impression_id=p3_1710967166_1wua21e0cRp1oIOt&previous_page_section_name=1000,4.0,1.0,0.0,40.62273805,-2.9027618,0.0,31.75,4.816666666666666
4.925626068318148e+18,Piso al lado de la playa en Comillas,"Alojamiento entero: piso en Ruilobuca, España",26.0,0.0,4.189654742026425,https://www.airbnb.es/rooms/53567942?adults=1&category_tag=Tag%3A789&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1839032446&search_mode=flex_destinations_search&check_in=2024-03-31&check_out=2024-04-05&source_impression_id=p3_1710967167_MBZDgZSMoqtTYY8c&previous_page_section_name=1000,4.0,1.0,0.0,40.62273805,-2.9027618,0.0,16.5,4.766666666666667
-4.339310055979978e+17,Exquisito apartamento en el Paseo Marítimo,Alojamiento entero: piso en España,32.0,0.0,4.653960350157523,https://www.airbnb.es/rooms/29645349?adults=1&category_tag=Tag%3A789&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=781551724&search_mode=flex_destinations_search&check_in=2024-03-20&check_out=2024-03-25&source_impression_id=p3_1710967127_ReNYZMwuvPcay5x2&previous_page_section_name=1000,4.0,1.0,0.0,40.62273805,-2.9027618,0.0,26.25,4.983333333333333
-9.203791607334832e+18,Impresionantes vistas con garaje en residencia clasificada,"Alojamiento entero: piso en Biarritz, Francia",200.0,0.0,4.653960350157523,https://www.airbnb.es/rooms/15496796?adults=1&category_tag=Tag%3A789&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=460239275&search_mode=flex_destinations_search&check_in=2024-04-04&check_out=2024-04-09&source_impression_id=p3_1710967163_I5UZ0Q0ZcfqwPT5Z&previous_page_section_name=1000,3.0,1.0,0.0,43.47114375,-1.552726590666314,1.0,35.0,4.8
2.754153480241857e+18,Mundaka Mar Apartamento,"Alojamiento entero: piso en Mundaka, España",24.0,0.0,4.553876891600541,https://www.airbnb.es/rooms/760781073845770314?adults=1&category_tag=Tag%3A789&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1770639940&search_mode=flex_destinations_search&check_in=2024-04-26&check_out=2024-05-01&source_impression_id=p3_1710967166_UIJmB6M8IFZ3d5wd&previous_page_section_name=1000,2.0,1.0,0.0,43.407824,-2.6992833,0.0,47.5,4.683333333333334
6.036870230104431e+18,APARTAMENTO NUEVO  EN PRIMERA LINEA DE PLAYA.,"Alojamiento entero: apto. residencial en Cullera, España",80.0,0.0,5.272999558563747,https://www.airbnb.es/rooms/33260912?adults=1&category_tag=Tag%3A789&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1223625627&search_mode=flex_destinations_search&check_in=2024-06-15&check_out=2024-06-20&source_impression_id=p3_1710967122_5cHuveIW7OpZflI1&previous_page_section_name=1000,4.0,5.0,0.0,40.62273805,-2.9027618,0.0,48.75,4.816666666666666
8.881937973946606e+18,Vista panorámica T1 de la costa vasca,"Alojamiento entero: apto. residencial en Biarritz, Francia",40.0,0.0,4.770684624465665,https://www.airbnb.es/rooms/642458937997461997?adults=1&category_tag=Tag%3A789&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1416037484&search_mode=flex_destinations_search&check_in=2024-04-28&check_out=2024-05-03&source_impression_id=p3_1710967122_%2BlH0jF2oKPjSXdQz&previous_page_section_name=1000,4.0,1.0,0.0,40.62273805,-2.9027618,0.0,29.5,4.833333333333333
-5.347958812359122e+17,Apartamento Hendaya 5 personas,"Alojamiento entero: piso en Hendaye, Francia",15.0,0.0,4.499809670330265,https://www.airbnb.es/rooms/841261613581131417?adults=1&category_tag=Tag%3A789&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1601246037&search_mode=flex_destinations_search&check_in=2024-03-31&check_out=2024-04-05&source_impression_id=p3_1710967162_%2F%2BYneGR0ztqH%2F14U&previous_page_section_name=1000,5.0,5.0,0.0,43.3641518,-1.7616499,1.0,18.0,4.916666666666667
3.895407775836018e+18,Hermoso y acogedor apartamento vacacional en la playa,"Alojamiento entero: apto. residencial en València, España",189.0,0.0,5.220355825078325,https://www.airbnb.es/rooms/31803925?adults=1&category_tag=Tag%3A789&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=726147145&search_mode=flex_destinations_search&check_in=2024-04-07&check_out=2024-04-12&source_impression_id=p3_1710967158_Ay7uIF9EWunHd%2Bwa&previous_page_section_name=1000,6.0,1.0,0.0,40.62273805,-2.9027618,0.0,30.83333333333333,4.983333333333333
-3.8557954296188273e+18,Sunshine la Côte,"Alojamiento entero: apto. residencial en Biarritz, Francia",127.0,0.0,4.532599493153256,https://www.airbnb.es/rooms/43560242?adults=1&category_tag=Tag%3A789&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1015744541&search_mode=flex_destinations_search&check_in=2024-05-18&check_out=2024-05-23&source_impression_id=p3_1710967142_sDUsmr7j%2FrLd4bIp&previous_page_section_name=1000,4.0,1.0,0.0,40.62273805,-2.9027618,0.0,23.25,4.85
4.709141701823823e+18,1a Linea .Gran Terraza.,"Alojamiento entero: piso en Playa del Albir, España",21.0,0.0,5.247024072160486,https://www.airbnb.es/rooms/2459101?adults=1&category_tag=Tag%3A789&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=730097058&search_mode=flex_destinations_search&check_in=2024-03-21&check_out=2024-03-26&source_impression_id=p3_1710967165_kZL0zo8xDyxV7RA1&previous_page_section_name=1000,6.0,2.0,0.0,40.62273805,-2.9027618,0.0,31.666666666666668,4.699999999999999
7.038321003190822e+18,"Apartamento 2/4 pers, frente mar, bicis, piscinas","Alojamiento entero: apto. residencial en Altea, España",62.0,0.0,4.343805421853684,https://www.airbnb.es/rooms/1257351?adults=1&category_tag=Tag%3A789&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1223267916&search_mode=flex_destinations_search&check_in=2024-03-28&check_out=2024-04-02&source_impression_id=p3_1710967164_8vDtWSLhVGdSZpri&previous_page_section_name=1000,4.0,1.0,0.0,40.62273805,-2.9027618,0.0,19.25,4.766666666666667
-3.656947132094204e+18,Apartamento con vistas panorámicas al océano,"Alojamiento entero: piso en Ciboure, Francia",127.0,0.0,5.043425116919247,https://www.airbnb.es/rooms/44552305?adults=1&category_tag=Tag%3A789&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1048256281&search_mode=flex_destinations_search&check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1710967122_Ut3%2FxTzTP3Bd3gK6&previous_page_section_name=1000,4.0,1.0,0.0,40.62273805,-2.9027618,0.0,38.75,4.883333333333334
2.466314597331312e+18,"Apartamento frente a la playa ‘Oden 2’, Altea (máx. 4 p.)","Alojamiento entero: piso en Altea, España",36.0,0.0,4.8283137373023015,https://www.airbnb.es/rooms/17082990?adults=1&category_tag=Tag%3A789&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1119032828&search_mode=flex_destinations_search&check_in=2024-04-07&check_out=2024-04-12&source_impression_id=p3_1710967127_ZgbstH7JF7%2Bq9Dec&previous_page_section_name=1000,4.0,2.0,0.0,38.6028245,-0.0472059,0.0,31.25,4.9
