ID,Titulo,Descripcion Simple,Evaluaciones,Tipo,Precio,URL,Limpieza,Veracidad,Llegada,Comunicacion,Ubicacion,Calidad,Localizacion,Capacidad,Camas,Baños,Dormitorios,Baño Compartido,Wifi,Mascotas,Piscina,Parking
6403198657774209700,Apartamento Rompeolas II,"Alojamiento entero: piso en Somo, España",38.0,A pie de playa,87.0,https://www.airbnb.es/rooms/907416496860673843?adults=1&category_tag=Tag%3A789&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1668251605&search_mode=flex_destinations_search&check_in=2024-04-02&check_out=2024-04-07&source_impression_id=p3_1710967162_6vnotMMBGCH5qZ4A&previous_page_section_name=1000,5.0,5.0,4.9,4.9,5.0,4.8,"Somo, Cantabria, España",4.0,4.0,1.0,2.0,0,1.0,1.0,0.0,0.0
-8640707769563957898,Apartamento en primera línea,"Alojamiento entero: piso en Benicasim, España",45.0,A pie de playa,83.0,https://www.airbnb.es/rooms/825889066022745754?adults=1&category_tag=Tag%3A789&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1602402043&search_mode=flex_destinations_search&check_in=2024-04-25&check_out=2024-04-30&source_impression_id=p3_1710967122_%2BRt9fq1WJQAj1Axh&previous_page_section_name=1000,4.9,5.0,5.0,4.9,4.9,4.8,"Benicasim, Comunidad Valenciana, España",5.0,,5.0,3.0,0,1.0,1.0,0.0,1.0
-1414555479123615510,4* - 3 Hab Rooftop Vista al mar Bellevue  Biarritz,"Alojamiento entero: apto. residencial en Biarritz, Francia",22.0,A pie de playa,180.0,https://www.airbnb.es/rooms/47443378?adults=1&category_tag=Tag%3A789&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1238597127&search_mode=flex_destinations_search&check_in=2024-03-30&check_out=2024-04-06&source_impression_id=p3_1710967163_VLZ3c0STuSfGqW9B&previous_page_section_name=1000,4.6,4.6,4.7,4.9,4.8,4.5,"Biarritz, Nouvelle-Aquitaine, Francia",6.0,4.0,1.0,3.0,0,1.0,1.0,0.0,0.0
-3322879440033785906,"Apartamento en calpe, Borumbot, próximo a la playa","Alojamiento entero: piso en Calp, España",2.0,A pie de playa,100.0,https://www.airbnb.es/rooms/43531237?adults=1&category_tag=Tag%3A789&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1471425206&search_mode=flex_destinations_search&check_in=2024-06-16&check_out=2024-06-21&source_impression_id=p3_1710967156_IhAaBbfMMh548ShX&previous_page_section_name=1000,,,,,,,"Calp, Comunidad Valenciana, España",4.0,4.0,2.0,2.0,0,1.0,0.0,1.0,1.0
2134403201690431677,Precioso apartamento en el puerto de Burriana,"Alojamiento entero: apto. residencial en Borriana, España",30.0,A pie de playa,,https://www.airbnb.es/rooms/44189859?adults=1&category_tag=Tag%3A789&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1087574106&search_mode=flex_destinations_search&check_in=2024-03-20&check_out=2024-03-25&source_impression_id=p3_1710967162_o%2Be4mXnskYuf5h8s&previous_page_section_name=1000,5.0,5.0,5.0,5.0,4.8,4.8,"Borriana, Comunidad Valenciana, España",4.0,3.0,2.0,3.0,0,0.0,0.0,0.0,1.0
5446267853190740821,Estudio en Muralla Roja - Muralla Roja 0504,"Alojamiento entero: piso en Calpe, España",120.0,A pie de playa,102.0,https://www.airbnb.es/rooms/45007078?adults=1&category_tag=Tag%3A789&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1701904541&search_mode=flex_destinations_search&check_in=2024-03-24&check_out=2024-03-29&source_impression_id=p3_1710967163_ahYZbNbl7UpCyH2T&previous_page_section_name=1000,4.4,4.3,4.6,4.5,4.9,4.0,"Calpe, Comunidad Valenciana, España",2.0,2.0,1.0,1.0,0,1.0,0.0,1.0,1.0
2195760240838344142,Apartamento Anfiteatro - Costa CarpeDiem,"Alojamiento entero: piso en Calpe, España",407.0,A pie de playa,,https://www.airbnb.es/rooms/34191806?adults=1&category_tag=Tag%3A789&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1327100964&search_mode=flex_destinations_search&check_in=2024-03-22&check_out=2024-03-27&source_impression_id=p3_1710967159_Qysph4%2FrkOonXHB0&previous_page_section_name=1000,4.8,5.0,5.0,5.0,4.7,4.7,"Calpe, Comunidad Valenciana, España",5.0,3.0,1.0,3.0,0,1.0,1.0,1.0,1.0
1444100291096625572,HABITACIONES MIRANDOALACONCHA (HABITACIÓN ZUBEROA 6),"Habitación privada en: hostal en Donostia, España",130.0,A pie de playa,150.0,https://www.airbnb.es/rooms/51900373?adults=1&category_tag=Tag%3A789&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1244525770&search_mode=flex_destinations_search&check_in=2024-03-31&check_out=2024-04-05&source_impression_id=p3_1710967166_p5AXiX7K2B1rFbdO&previous_page_section_name=1000,4.6,4.8,4.8,4.5,4.9,4.5,"Donostia, Euskadi, España",2.0,1.0,1.0,1.0,0,1.0,0.0,0.0,0.0
3203311963319915072,"Apartamento: WiFi rápido, playa, piscina, SmartTV","Alojamiento entero: apto. residencial en La Pobla de Farnals, España",21.0,A pie de playa,84.0,https://www.airbnb.es/rooms/49523432?adults=1&category_tag=Tag%3A789&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1601790850&search_mode=flex_destinations_search&check_in=2024-04-07&check_out=2024-04-13&source_impression_id=p3_1710967167_VYhoRFvUPj7Mddjc&previous_page_section_name=1000,4.9,4.8,4.9,5.0,4.5,4.5,"La Pobla de Farnals, Comunidad Valenciana, España",2.0,1.0,1.0,1.0,0,1.0,0.0,1.0,1.0
-5306769257719839751,Cala blanca Denia,"Alojamiento entero: piso en Denia, España",546.0,A pie de playa,85.0,https://www.airbnb.es/rooms/884562701280690377?adults=1&category_tag=Tag%3A789&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1851109732&search_mode=flex_destinations_search&check_in=2024-04-01&check_out=2024-04-06&source_impression_id=p3_1710967161_CCIBff3CUyy7JFof&previous_page_section_name=1000,,,,,,,"Denia, Comunidad Valenciana, España",2.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0
8034425628352167341,Medina Molins Lm-010,"Alojamiento entero: piso en Denia, España",3.0,A pie de playa,67.0,https://www.airbnb.es/rooms/869269805497438103?adults=1&category_tag=Tag%3A789&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1627944999&search_mode=flex_destinations_search&check_in=2024-04-24&check_out=2024-04-29&source_impression_id=p3_1710967161_P33ESj3Eg4fWjhin&previous_page_section_name=1000,5.0,5.0,4.7,5.0,5.0,4.3,"Denia, Comunidad Valenciana, España",4.0,3.0,2.0,2.0,0,0.0,1.0,1.0,1.0
7871387941752530170,Nova Altea. Primera linea playa. Relax.,"Alojamiento entero: piso en Altea, España",34.0,A pie de playa,109.0,https://www.airbnb.es/rooms/7673525?adults=1&category_tag=Tag%3A789&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1020331950&search_mode=flex_destinations_search&check_in=2024-04-20&check_out=2024-04-25&source_impression_id=p3_1710967159_zTunSDlXLQgcIcaG&previous_page_section_name=1000,5.0,5.0,5.0,4.9,4.7,4.8,"Altea, Comunidad Valenciana, España",4.0,2.0,5.0,2.0,0,1.0,0.0,1.0,1.0
895062886395739070,Superbe appartement T3 bis front de mer + parking,"Alojamiento entero: vivienda vacacional en Hendaye, Francia",28.0,A pie de playa,207.0,https://www.airbnb.es/rooms/613045624978570739?adults=1&category_tag=Tag%3A789&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1408746964&search_mode=flex_destinations_search&check_in=2024-03-30&check_out=2024-04-04&source_impression_id=p3_1710967156_JzwRv2LWX9SEF%2FTi&previous_page_section_name=1000,5.0,5.0,5.0,5.0,5.0,4.7,"Hendaye, Nouvelle-Aquitaine, Francia",5.0,4.0,5.0,2.0,0,1.0,0.0,0.0,1.0
3429919109430724433,"Miraconcha, frente a la playa, vistas y parking.","Alojamiento entero: piso en Donostia, España",83.0,A pie de playa,850.0,https://www.airbnb.es/rooms/45082468?adults=1&category_tag=Tag%3A789&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1330934570&search_mode=flex_destinations_search&check_in=2024-05-12&check_out=2024-05-17&source_impression_id=p3_1710967122_AbFrdQF0MVwyP3yL&previous_page_section_name=1000,5.0,5.0,5.0,5.0,5.0,4.9,"Donostia, Euskadi, España",4.0,3.0,2.0,2.0,0,1.0,0.0,0.0,1.0
7329322681152836768,Flats Friends Atlantida ático con terraza,"Alojamiento entero: piso en Benidorm, España",3.0,A pie de playa,210.0,https://www.airbnb.es/rooms/52251926?adults=1&category_tag=Tag%3A789&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1253917686&search_mode=flex_destinations_search&check_in=2024-07-05&check_out=2024-07-10&source_impression_id=p3_1710967164_5CIBc8zpsFi9%2BRXj&previous_page_section_name=1000,4.7,4.7,4.7,3.7,5.0,4.0,"Benidorm, Comunidad Valenciana, España",4.0,3.0,1.0,1.0,0,1.0,1.0,0.0,0.0
5711111348941362420,Apartamentos en acantilados de 2 dormitorios,"Alojamiento entero: piso en Benidorm, España",5.0,A pie de playa,185.0,https://www.airbnb.es/rooms/689714904597890900?adults=1&category_tag=Tag%3A789&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1724618549&search_mode=flex_destinations_search&check_in=2024-04-30&check_out=2024-05-05&source_impression_id=p3_1710967122_unSAUh0vTyc0bJMC&previous_page_section_name=1000,5.0,5.0,4.6,4.4,5.0,4.8,"Benidorm, Comunidad Valenciana, España",4.0,3.0,2.0,2.0,0,1.0,0.0,1.0,1.0
-7514284638617096544,"Casa Pera, ático/duplex en la playa","Alojamiento entero: apartamento con servicios en Xilxes, España",7.0,A pie de playa,,https://www.airbnb.es/rooms/882669228314828136?adults=1&category_tag=Tag%3A789&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1642219111&search_mode=flex_destinations_search&check_in=2024-03-20&check_out=2024-03-25&source_impression_id=p3_1710967142_MoH6EPA24Vlm9quP&previous_page_section_name=1000,4.4,5.0,5.0,5.0,4.6,4.9,"Xilxes, Comunidad Valenciana, España",4.0,3.0,2.0,2.0,0,1.0,0.0,0.0,1.0
5188466438025550186,Apartamento Pondarosa 54 by Costa CarpeDiem,"Alojamiento entero: piso en Calp, España",407.0,A pie de playa,,https://www.airbnb.es/rooms/604219494994257895?adults=1&category_tag=Tag%3A789&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1383278492&search_mode=flex_destinations_search&check_in=2024-03-22&check_out=2024-03-27&source_impression_id=p3_1710967164_Av2WF9866%2F8RNG5q&previous_page_section_name=1000,5.0,5.0,3.8,4.0,5.0,4.8,"Calp, Comunidad Valenciana, España",4.0,2.0,1.0,2.0,0,1.0,0.0,0.0,1.0
-9151408670866218560,PRIMERA LÍNEA CON ACCESO PRIVADO A LA PLAYA,"Alojamiento entero: apto. residencial en Altea, España",40.0,A pie de playa,129.0,https://www.airbnb.es/rooms/52360574?adults=1&category_tag=Tag%3A789&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1396689337&search_mode=flex_destinations_search&check_in=2024-03-31&check_out=2024-04-05&source_impression_id=p3_1710967165_nJbbLSD1F3OL4X3L&previous_page_section_name=1000,4.9,4.8,4.9,4.9,4.6,4.6,"Altea, Comunidad Valenciana, España",3.0,2.0,1.0,1.0,0,1.0,1.0,0.0,1.0
7103992703200870870,lujoso apartamento con vistas al mar con 2 habitaciones,"Alojamiento entero: piso en Alboraia, España",10.0,A pie de playa,300.0,https://www.airbnb.es/rooms/816299620452616251?adults=1&category_tag=Tag%3A789&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1578054102&search_mode=flex_destinations_search&check_in=2024-06-11&check_out=2024-06-16&source_impression_id=p3_1710967159_oMYkiNhmeXk1Pgq%2F&previous_page_section_name=1000,4.9,5.0,5.0,5.0,5.0,4.9,"Alboraia, Comunidad Valenciana, España",4.0,3.0,2.0,2.0,0,1.0,0.0,0.0,1.0
-5435948948406441010,NEW! Casa con encanto a un paso del puerto,"Alojamiento entero: piso en Getaria, España",41.0,A pie de playa,156.0,https://www.airbnb.es/rooms/43834331?adults=1&category_tag=Tag%3A789&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1021165290&search_mode=flex_destinations_search&check_in=2024-03-30&check_out=2024-04-04&source_impression_id=p3_1710967142_8Ajg93bCvRuekMS7&previous_page_section_name=1000,4.9,4.9,4.9,4.8,4.9,4.6,"Getaria, Euskadi, España",4.0,2.0,1.0,1.0,0,1.0,0.0,0.0,1.0
8940264152450000766,ÁTICO PRIMERA LINEA DE PLAYA,"Alojamiento entero: piso en Port de Sagunt, España",66.0,A pie de playa,,https://www.airbnb.es/rooms/26529639?adults=1&category_tag=Tag%3A789&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=530006173&search_mode=flex_destinations_search&check_in=2024-03-21&check_out=2024-03-26&source_impression_id=p3_1710967127_AFZvEsVNLv40KXFe&previous_page_section_name=1000,5.0,5.0,5.0,5.0,4.9,4.9,"Port de Sagunt, Comunidad Valenciana, España",5.0,4.0,2.0,2.0,0,1.0,0.0,0.0,1.0
8810338485739259072,Apartamento 1 linea de playa de Gandia,"Alojamiento entero: apto. residencial en Grau i Platja, España",133.0,A pie de playa,70.0,https://www.airbnb.es/rooms/12512024?adults=1&category_tag=Tag%3A789&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1171926289&search_mode=flex_destinations_search&check_in=2024-04-11&check_out=2024-04-16&source_impression_id=p3_1710967163_ZaMFPZWxnk1Ofcks&previous_page_section_name=1000,4.8,4.7,4.9,4.9,4.8,4.5,"Grau i Platja, Comunidad Valenciana, España",6.0,6.0,5.0,3.0,0,0.0,1.0,1.0,0.0
-4768527888586190281,Apartamento en primera linea,"Alojamiento entero: apto. residencial en Altea, España",106.0,A pie de playa,70.0,https://www.airbnb.es/rooms/10958496?adults=1&category_tag=Tag%3A789&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=213756444&search_mode=flex_destinations_search&check_in=2024-04-12&check_out=2024-04-19&source_impression_id=p3_1710967122_FXUNsa01pBLXf7Gp&previous_page_section_name=1000,5.0,4.9,5.0,5.0,5.0,4.8,"Altea, Comunidad Valenciana, España",4.0,3.0,1.0,1.0,0,1.0,1.0,1.0,1.0
2424814456830639830,Impresionante apartamento con wifi y 3 dormitorios,"Alojamiento entero: piso en Port de Sagunt, España",2.0,A pie de playa,169.0,https://www.airbnb.es/rooms/862021038714738766?adults=1&category_tag=Tag%3A789&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1639121974&search_mode=flex_destinations_search&check_in=2024-03-24&check_out=2024-03-29&source_impression_id=p3_1710967142_CDhennXt0W3v5XU9&previous_page_section_name=1000,,,,,,,"Port de Sagunt, Comunidad Valenciana, España",6.0,5.0,1.0,3.0,0,1.0,1.0,0.0,0.0
-928803285642109899,Apartamento con terraza con vistas mar en Ciboure,"Alojamiento entero: piso en Ciboure, Francia",113.0,A pie de playa,,https://www.airbnb.es/rooms/5576710?adults=1&category_tag=Tag%3A789&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=40370752&search_mode=flex_destinations_search&check_in=2024-03-23&check_out=2024-03-28&source_impression_id=p3_1710967164_EEbyEygttkjmkvCL&previous_page_section_name=1000,4.3,4.6,4.8,4.8,4.8,4.4,"Ciboure, Aquitania, Francia",4.0,3.0,2.0,2.0,0,1.0,0.0,0.0,0.0
-2342005348285773403,Auman etxi,"Alojamiento entero: piso en Elantxobe, España",10.0,A pie de playa,127.0,https://www.airbnb.es/rooms/999108756326843546?adults=1&category_tag=Tag%3A789&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1765774162&search_mode=flex_destinations_search&check_in=2024-03-23&check_out=2024-03-28&source_impression_id=p3_1710967166_1wua21e0cRp1oIOt&previous_page_section_name=1000,4.9,5.0,4.9,4.5,5.0,4.6,"Elantxobe, Euskadi, España",4.0,3.0,1.0,2.0,0,0.0,0.0,1.0,1.0
4925626068318147539,Piso al lado de la playa en Comillas,"Alojamiento entero: piso en Ruilobuca, España",26.0,A pie de playa,66.0,https://www.airbnb.es/rooms/53567942?adults=1&category_tag=Tag%3A789&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1839032446&search_mode=flex_destinations_search&check_in=2024-03-31&check_out=2024-04-05&source_impression_id=p3_1710967167_MBZDgZSMoqtTYY8c&previous_page_section_name=1000,4.7,4.7,4.8,5.0,4.7,4.7,"Ruilobuca, Cantabria, España",4.0,2.0,1.0,1.0,0,1.0,1.0,0.0,1.0
-433931005597997848,Exquisito apartamento en el Paseo Marítimo,Alojamiento entero: piso en España,32.0,A pie de playa,,https://www.airbnb.es/rooms/29645349?adults=1&category_tag=Tag%3A789&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=781551724&search_mode=flex_destinations_search&check_in=2024-03-20&check_out=2024-03-25&source_impression_id=p3_1710967127_ReNYZMwuvPcay5x2&previous_page_section_name=1000,5.0,5.0,5.0,5.0,5.0,4.9,España,4.0,3.0,1.0,2.0,0,1.0,0.0,0.0,0.0
-9203791607334833161,Impresionantes vistas con garaje en residencia clasificada,"Alojamiento entero: piso en Biarritz, Francia",200.0,A pie de playa,,https://www.airbnb.es/rooms/15496796?adults=1&category_tag=Tag%3A789&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=460239275&search_mode=flex_destinations_search&check_in=2024-04-04&check_out=2024-04-09&source_impression_id=p3_1710967163_I5UZ0Q0ZcfqwPT5Z&previous_page_section_name=1000,4.6,4.8,4.9,4.8,5.0,4.7,"Biarritz, Aquitaine-Limousin-Poitou-Charentes, Francia",3.0,2.0,1.0,,0,1.0,0.0,0.0,1.0
2754153480241857175,Mundaka Mar Apartamento,"Alojamiento entero: piso en Mundaka, España",24.0,A pie de playa,95.0,https://www.airbnb.es/rooms/760781073845770314?adults=1&category_tag=Tag%3A789&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1770639940&search_mode=flex_destinations_search&check_in=2024-04-26&check_out=2024-05-01&source_impression_id=p3_1710967166_UIJmB6M8IFZ3d5wd&previous_page_section_name=1000,4.1,4.8,5.0,4.8,4.9,4.5,"Mundaka, Euskadi, España",2.0,1.0,1.0,1.0,0,1.0,0.0,0.0,0.0
6036870230104430642,APARTAMENTO NUEVO  EN PRIMERA LINEA DE PLAYA.,"Alojamiento entero: apto. residencial en Cullera, España",80.0,A pie de playa,195.0,https://www.airbnb.es/rooms/33260912?adults=1&category_tag=Tag%3A789&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1223625627&search_mode=flex_destinations_search&check_in=2024-06-15&check_out=2024-06-20&source_impression_id=p3_1710967122_5cHuveIW7OpZflI1&previous_page_section_name=1000,4.7,4.8,4.9,4.8,5.0,4.7,"Cullera, Comunidad Valenciana, España",4.0,3.0,5.0,2.0,0,1.0,0.0,1.0,1.0
8881937973946606016,Vista panorámica T1 de la costa vasca,"Alojamiento entero: apto. residencial en Biarritz, Francia",40.0,A pie de playa,118.0,https://www.airbnb.es/rooms/642458937997461997?adults=1&category_tag=Tag%3A789&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1416037484&search_mode=flex_destinations_search&check_in=2024-04-28&check_out=2024-05-03&source_impression_id=p3_1710967122_%2BlH0jF2oKPjSXdQz&previous_page_section_name=1000,4.7,4.8,4.8,5.0,5.0,4.7,"Biarritz, Nouvelle-Aquitaine, Francia",4.0,3.0,1.0,,0,1.0,0.0,0.0,1.0
-534795881235912175,Apartamento Hendaya 5 personas,"Alojamiento entero: piso en Hendaye, Francia",15.0,A pie de playa,90.0,https://www.airbnb.es/rooms/841261613581131417?adults=1&category_tag=Tag%3A789&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1601246037&search_mode=flex_destinations_search&check_in=2024-03-31&check_out=2024-04-05&source_impression_id=p3_1710967162_%2F%2BYneGR0ztqH%2F14U&previous_page_section_name=1000,4.8,5.0,4.9,4.9,5.0,4.9,"Hendaye, Nouvelle-Aquitaine, Francia",5.0,,5.0,2.0,0,1.0,1.0,0.0,1.0
